时间,推料器自动指令
2021-12-23 00:06:08,100.0
2021-12-23 00:06:09,100.0
2021-12-23 00:06:10,100.0
2021-12-23 00:06:11,100.0
2021-12-23 00:06:12,100.0
2021-12-23 00:06:13,100.0
2021-12-23 00:06:14,100.0
2021-12-23 00:06:15,100.0
2021-12-23 00:06:16,100.0
2021-12-23 00:06:17,100.0
2021-12-23 00:06:18,100.0
2021-12-23 00:06:19,100.0
2021-12-23 00:06:20,100.0
2021-12-23 00:06:21,100.0
2021-12-23 00:06:22,100.0
2021-12-23 00:06:23,100.0
2021-12-23 00:06:24,100.0
2021-12-23 00:06:25,100.0
2021-12-23 00:06:26,100.0
2021-12-23 00:06:27,100.0
2021-12-23 00:06:28,100.0
2021-12-23 00:06:29,100.0
2021-12-23 00:06:30,100.0
2021-12-23 00:06:31,100.0
2021-12-23 00:06:32,100.0
2021-12-23 00:06:33,100.0
2021-12-23 00:06:34,100.0
2021-12-23 00:06:35,100.0
2021-12-23 00:06:36,100.0
2021-12-23 00:06:37,100.0
2021-12-23 00:06:38,100.0
2021-12-23 00:06:39,100.0
2021-12-23 00:06:40,100.0
2021-12-23 00:06:41,100.0
2021-12-23 00:06:42,100.0
2021-12-23 00:06:43,100.0
2021-12-23 00:06:44,100.0
2021-12-23 00:06:45,100.0
2021-12-23 00:06:46,100.0
2021-12-23 00:06:47,100.0
2021-12-23 00:06:48,100.0
2021-12-23 00:06:49,100.0
2021-12-23 00:06:50,100.0
2021-12-23 00:06:51,100.0
2021-12-23 00:06:52,100.0
2021-12-23 00:06:53,100.0
2021-12-23 00:06:54,100.0
2021-12-23 00:06:55,100.0
2021-12-23 00:06:56,99.7202
2021-12-23 00:06:57,99.7769
2021-12-23 00:06:58,99.8147
2021-12-23 00:06:59,99.8666
2021-12-23 00:07:00,99.9091
2021-12-23 00:07:01,99.9611
2021-12-23 00:07:02,99.96
2021-12-23 00:07:03,100.0
2021-12-23 00:07:04,100.0
2021-12-23 00:07:05,100.0
2021-12-23 00:07:06,100.0
2021-12-23 00:07:07,100.0
2021-12-23 00:07:08,99.7879
2021-12-23 00:07:09,99.8557
2021-12-23 00:07:10,99.9173
2021-12-23 00:07:11,99.9851
2021-12-23 00:07:12,100.0
2021-12-23 00:07:13,100.0
2021-12-23 00:07:14,99.8287
2021-12-23 00:07:15,99.901
2021-12-23 00:07:16,99.9668
2021-12-23 00:07:17,100.0
2021-12-23 00:07:18,100.0
2021-12-23 00:07:19,100.0
2021-12-23 00:07:20,99.7833
2021-12-23 00:07:21,99.8417
2021-12-23 00:07:22,99.9065
2021-12-23 00:07:23,99.9714
2021-12-23 00:07:24,100.0
2021-12-23 00:07:25,100.0
2021-12-23 00:07:26,99.8238
2021-12-23 00:07:27,99.8886
2021-12-23 00:07:28,99.9534
2021-12-23 00:07:29,100.0
2021-12-23 00:07:30,100.0
2021-12-23 00:07:31,100.0
2021-12-23 00:07:32,99.706
2021-12-23 00:07:33,99.7769
2021-12-23 00:07:34,99.8285
2021-12-23 00:07:35,99.8994
2021-12-23 00:07:36,99.9639
2021-12-23 00:07:37,100.0
2021-12-23 00:07:38,99.7903
2021-12-23 00:07:39,99.8539
2021-12-23 00:07:40,99.9176
2021-12-23 00:07:41,99.9812
2021-12-23 00:07:42,100.0
2021-12-23 00:07:43,100.0
2021-12-23 00:07:44,99.7697
2021-12-23 00:07:45,99.8444
2021-12-23 00:07:46,99.9123
2021-12-23 00:07:47,99.9734
2021-12-23 00:07:48,100.0
2021-12-23 00:07:49,100.0
2021-12-23 00:07:50,99.7918
2021-12-23 00:07:51,99.8647
2021-12-23 00:07:52,99.9244
2021-12-23 00:07:53,99.9907
2021-12-23 00:07:54,100.0
2021-12-23 00:07:55,100.0
2021-12-23 00:07:56,99.6995
2021-12-23 00:07:57,99.759
2021-12-23 00:07:58,99.8023
2021-12-23 00:07:59,99.8564
2021-12-23 00:08:00,99.9213
2021-12-23 00:08:01,99.9754
2021-12-23 00:08:02,99.7735
2021-12-23 00:08:03,99.8272
2021-12-23 00:08:04,99.8712
2021-12-23 00:08:05,99.9249
2021-12-23 00:08:06,99.9688
2021-12-23 00:08:07,100.0
2021-12-23 00:08:08,99.7034
2021-12-23 00:08:09,99.7505
2021-12-23 00:08:10,99.789
2021-12-23 00:08:11,99.8318
2021-12-23 00:08:12,99.8746
2021-12-23 00:08:13,99.9217
2021-12-23 00:08:14,99.8038
2021-12-23 00:08:15,99.8373
2021-12-23 00:08:16,99.8821
2021-12-23 00:08:17,99.9194
2021-12-23 00:08:18,99.9493
2021-12-23 00:08:19,99.9866
2021-12-23 00:08:20,99.8978
2021-12-23 00:08:21,99.9381
2021-12-23 00:08:22,99.9783
2021-12-23 00:08:23,100.0
2021-12-23 00:08:24,100.0
2021-12-23 00:08:25,100.0
2021-12-23 00:08:26,99.8877
2021-12-23 00:08:27,99.9301
2021-12-23 00:08:28,99.9649
2021-12-23 00:08:29,100.0
2021-12-23 00:08:30,100.0
2021-12-23 00:08:31,100.0
2021-12-23 00:08:32,99.7932
2021-12-23 00:08:33,99.8191
2021-12-23 00:08:34,99.8477
2021-12-23 00:08:35,99.8684
2021-12-23 00:08:36,99.8944
2021-12-23 00:08:37,99.9203
2021-12-23 00:08:38,99.9049
2021-12-23 00:08:39,99.9308
2021-12-23 00:08:40,99.9567
2021-12-23 00:08:41,99.9827
2021-12-23 00:08:42,100.0
2021-12-23 00:08:43,100.0
2021-12-23 00:08:44,99.8445
2021-12-23 00:08:45,99.8632
2021-12-23 00:08:46,99.8911
2021-12-23 00:08:47,99.9097
2021-12-23 00:08:48,99.9353
2021-12-23 00:08:49,99.9562
2021-12-23 00:08:50,99.8764
2021-12-23 00:08:51,99.8938
2021-12-23 00:08:52,99.9147
2021-12-23 00:08:53,99.9321
2021-12-23 00:08:54,99.9495
2021-12-23 00:08:55,99.9669
2021-12-23 00:08:56,100.0
2021-12-23 00:08:57,100.0
2021-12-23 00:08:58,100.0
2021-12-23 00:08:59,100.0
2021-12-23 00:09:00,100.0
2021-12-23 00:09:01,100.0
2021-12-23 00:09:02,99.8871
2021-12-23 00:09:03,99.917
2021-12-23 00:09:04,99.9418
2021-12-23 00:09:05,99.9667
2021-12-23 00:09:06,99.9891
2021-12-23 00:09:07,100.0
2021-12-23 00:09:08,99.9133
2021-12-23 00:09:09,99.9435
2021-12-23 00:09:10,99.9707
2021-12-23 00:09:11,100.0
2021-12-23 00:09:12,100.0
2021-12-23 00:09:13,100.0
2021-12-23 00:09:14,100.0
2021-12-23 00:09:15,100.0
2021-12-23 00:09:16,100.0
2021-12-23 00:09:17,100.0
2021-12-23 00:09:18,100.0
2021-12-23 00:09:19,100.0
2021-12-23 00:09:20,99.8564
2021-12-23 00:09:21,99.8919
2021-12-23 00:09:22,99.9274
2021-12-23 00:09:23,99.9564
2021-12-23 00:09:24,99.9887
2021-12-23 00:09:25,100.0
2021-12-23 00:09:26,99.8839
2021-12-23 00:09:27,99.9217
2021-12-23 00:09:28,99.9501
2021-12-23 00:09:29,99.9784
2021-12-23 00:09:30,100.0
2021-12-23 00:09:31,100.0
2021-12-23 00:09:32,99.8075
2021-12-23 00:09:33,99.8383
2021-12-23 00:09:34,99.8607
2021-12-23 00:09:35,99.8887
2021-12-23 00:09:36,99.9167
2021-12-23 00:09:37,99.9447
2021-12-23 00:09:38,99.9727
2021-12-23 00:09:39,100.0
2021-12-23 00:09:40,100.0
2021-12-23 00:09:41,100.0
2021-12-23 00:09:42,100.0
2021-12-23 00:09:43,100.0
2021-12-23 00:09:44,99.9032
2021-12-23 00:09:45,99.9353
2021-12-23 00:09:46,99.9674
2021-12-23 00:09:47,100.0
2021-12-23 00:09:48,100.0
2021-12-23 00:09:49,100.0
2021-12-23 00:09:50,99.9182
2021-12-23 00:09:51,99.9584
2021-12-23 00:09:52,99.9876
2021-12-23 00:09:53,100.0
2021-12-23 00:09:54,100.0
2021-12-23 00:09:55,100.0
2021-12-23 00:09:56,99.8744
2021-12-23 00:09:57,99.9148
2021-12-23 00:09:58,99.9442
2021-12-23 00:09:59,99.9845
2021-12-23 00:10:00,100.0
2021-12-23 00:10:01,100.0
2021-12-23 00:10:02,99.8351
2021-12-23 00:10:03,99.8689
2021-12-23 00:10:04,99.9094
2021-12-23 00:10:05,99.9398
2021-12-23 00:10:06,99.9736
2021-12-23 00:10:07,100.0
2021-12-23 00:10:08,99.841
2021-12-23 00:10:09,99.8692
2021-12-23 00:10:10,99.8918
2021-12-23 00:10:11,99.92
2021-12-23 00:10:12,99.9482
2021-12-23 00:10:13,99.9793
2021-12-23 00:10:14,99.9122
2021-12-23 00:10:15,99.944
2021-12-23 00:10:16,99.9701
2021-12-23 00:10:17,100.0
2021-12-23 00:10:18,100.0
2021-12-23 00:10:19,100.0
2021-12-23 00:10:20,99.8652
2021-12-23 00:10:21,99.8879
2021-12-23 00:10:22,99.9162
2021-12-23 00:10:23,99.9473
2021-12-23 00:10:24,99.9756
2021-12-23 00:10:25,100.0
2021-12-23 00:10:26,99.9003
2021-12-23 00:10:27,80.0
2021-12-23 00:10:28,80.0
2021-12-23 00:10:29,80.0
2021-12-23 00:10:30,80.0
2021-12-23 00:10:31,80.0
2021-12-23 00:10:32,79.9009
2021-12-23 00:10:33,79.9331
2021-12-23 00:10:34,79.9652
2021-12-23 00:10:35,79.9973
2021-12-23 00:10:36,80.0
2021-12-23 00:10:37,80.0
2021-12-23 00:10:38,80.0
2021-12-23 00:10:39,80.0
2021-12-23 00:10:40,80.0
2021-12-23 00:10:41,80.0
2021-12-23 00:10:42,80.0
2021-12-23 00:10:43,80.0
2021-12-23 00:10:44,80.0
2021-12-23 00:10:45,80.0
2021-12-23 00:10:46,80.0
2021-12-23 00:10:47,80.0
2021-12-23 00:10:48,80.0
2021-12-23 00:10:49,80.0
2021-12-23 00:10:50,80.0
2021-12-23 00:10:51,80.0
2021-12-23 00:10:52,80.0
2021-12-23 00:10:53,80.0
2021-12-23 00:10:54,80.0
2021-12-23 00:10:55,80.0
2021-12-23 00:10:56,80.0
2021-12-23 00:10:57,80.0
2021-12-23 00:10:58,80.0
2021-12-23 00:10:59,80.0
2021-12-23 00:11:00,80.0
2021-12-23 00:11:01,80.0
2021-12-23 00:11:02,80.0
2021-12-23 00:11:03,80.0
2021-12-23 00:11:04,80.0
2021-12-23 00:11:05,80.0
2021-12-23 00:11:06,80.0
2021-12-23 00:11:07,80.0
2021-12-23 00:11:08,80.0
2021-12-23 00:11:09,80.0
2021-12-23 00:11:10,80.0
2021-12-23 00:11:11,80.0
2021-12-23 00:11:12,80.0
2021-12-23 00:11:13,80.0
2021-12-23 00:11:14,80.0
2021-12-23 00:11:15,80.0
2021-12-23 00:11:16,80.0
2021-12-23 00:11:17,80.0
2021-12-23 00:11:18,80.0
2021-12-23 00:11:19,80.0
2021-12-23 00:11:20,80.0
2021-12-23 00:11:21,80.0
2021-12-23 00:11:22,80.0
2021-12-23 00:11:23,80.0
2021-12-23 00:11:24,80.0
2021-12-23 00:11:25,80.0
2021-12-23 00:11:26,80.0
2021-12-23 00:11:27,80.0
2021-12-23 00:11:28,80.0
2021-12-23 00:11:29,80.0
2021-12-23 00:11:30,80.0
2021-12-23 00:11:31,80.0
2021-12-23 00:11:32,80.0
2021-12-23 00:11:33,80.0
2021-12-23 00:11:34,80.0
2021-12-23 00:11:35,80.0
2021-12-23 00:11:36,80.0
2021-12-23 00:11:37,80.0
2021-12-23 00:11:38,80.0
2021-12-23 00:11:39,80.0
2021-12-23 00:11:40,80.0
2021-12-23 00:11:41,80.0
2021-12-23 00:11:42,80.0
2021-12-23 00:11:43,80.0
2021-12-23 00:11:44,80.0
2021-12-23 00:11:45,80.0
2021-12-23 00:11:46,80.0
2021-12-23 00:11:47,80.0
2021-12-23 00:11:48,80.0
2021-12-23 00:11:49,80.0
2021-12-23 00:11:50,80.0
2021-12-23 00:11:51,80.0
2021-12-23 00:11:52,80.0
2021-12-23 00:11:53,80.0
2021-12-23 00:11:54,80.0
2021-12-23 00:11:55,80.0
2021-12-23 00:11:56,80.0
2021-12-23 00:11:57,80.0
2021-12-23 00:11:58,80.0
2021-12-23 00:11:59,80.0
2021-12-23 00:12:00,80.0
2021-12-23 00:12:01,80.0
2021-12-23 00:12:02,80.0
2021-12-23 00:12:03,80.0
2021-12-23 00:12:04,80.0
2021-12-23 00:12:05,80.0
2021-12-23 00:12:06,80.0
2021-12-23 00:12:07,80.0
2021-12-23 00:12:08,80.0
2021-12-23 00:12:09,80.0
2021-12-23 00:12:10,80.0
2021-12-23 00:12:11,80.0
2021-12-23 00:12:12,80.0
2021-12-23 00:12:13,80.0
2021-12-23 00:12:14,80.0
2021-12-23 00:12:15,80.0
2021-12-23 00:12:16,80.0
2021-12-23 00:12:17,80.0
2021-12-23 00:12:18,80.0
2021-12-23 00:12:19,80.0
2021-12-23 00:12:20,80.0
2021-12-23 00:12:21,80.0
2021-12-23 00:12:22,80.0
2021-12-23 00:12:23,80.0
2021-12-23 00:12:24,80.0
2021-12-23 00:12:25,80.0
2021-12-23 00:12:26,80.0
2021-12-23 00:12:27,80.0
2021-12-23 00:12:28,80.0
2021-12-23 00:12:29,80.0
2021-12-23 00:12:30,80.0
2021-12-23 00:12:31,80.0
2021-12-23 00:12:32,80.0
2021-12-23 00:12:33,80.0
2021-12-23 00:12:34,80.0
2021-12-23 00:12:35,80.0
2021-12-23 00:12:36,80.0
2021-12-23 00:12:37,80.0
2021-12-23 00:12:38,80.0
2021-12-23 00:12:39,80.0
2021-12-23 00:12:40,80.0
2021-12-23 00:12:41,80.0
2021-12-23 00:12:42,80.0
2021-12-23 00:12:43,80.0
2021-12-23 00:12:44,80.0
2021-12-23 00:12:45,80.0
2021-12-23 00:12:46,80.0
2021-12-23 00:12:47,80.0
2021-12-23 00:12:48,80.0
2021-12-23 00:12:49,80.0
2021-12-23 00:12:50,80.0
2021-12-23 00:12:51,80.0
2021-12-23 00:12:52,80.0
2021-12-23 00:12:53,80.0
2021-12-23 00:12:54,80.0
2021-12-23 00:12:55,80.0
2021-12-23 00:12:56,80.0
2021-12-23 00:12:57,80.0
2021-12-23 00:12:58,80.0
2021-12-23 00:12:59,80.0
2021-12-23 00:13:00,80.0
2021-12-23 00:13:01,80.0
2021-12-23 00:13:02,80.0
2021-12-23 00:13:03,80.0
2021-12-23 00:13:04,80.0
2021-12-23 00:13:05,80.0
2021-12-23 00:13:06,80.0
2021-12-23 00:13:07,80.0
2021-12-23 00:13:08,80.0
2021-12-23 00:13:09,80.0
2021-12-23 00:13:10,80.0
2021-12-23 00:13:11,80.0
2021-12-23 00:13:12,80.0
2021-12-23 00:13:13,80.0
2021-12-23 00:13:14,80.0
2021-12-23 00:13:15,80.0
2021-12-23 00:13:16,80.0
2021-12-23 00:13:17,80.0
2021-12-23 00:13:18,80.0
2021-12-23 00:13:19,80.0
2021-12-23 00:13:20,80.0
2021-12-23 00:13:21,80.0
2021-12-23 00:13:22,80.0
2021-12-23 00:13:23,80.0
2021-12-23 00:13:24,80.0
2021-12-23 00:13:25,80.0
2021-12-23 00:13:26,80.0
2021-12-23 00:13:27,80.0
2021-12-23 00:13:28,80.0
2021-12-23 00:13:29,80.0
2021-12-23 00:13:30,80.0
2021-12-23 00:13:31,80.0
2021-12-23 00:13:32,80.0
2021-12-23 00:13:33,80.0
2021-12-23 00:13:34,80.0
2021-12-23 00:13:35,80.0
2021-12-23 00:13:36,80.0
2021-12-23 00:13:37,80.0
2021-12-23 00:13:38,80.0
2021-12-23 00:13:39,80.0
2021-12-23 00:13:40,80.0
2021-12-23 00:13:41,80.0
2021-12-23 00:13:42,80.0
2021-12-23 00:13:43,80.0
2021-12-23 00:13:44,80.0
2021-12-23 00:13:45,80.0
2021-12-23 00:13:46,80.0
2021-12-23 00:13:47,80.0
2021-12-23 00:13:48,80.0
2021-12-23 00:13:49,80.0
2021-12-23 00:13:50,80.0
2021-12-23 00:13:51,80.0
2021-12-23 00:13:52,80.0
2021-12-23 00:13:53,80.0
2021-12-23 00:13:54,80.0
2021-12-23 00:13:55,80.0
2021-12-23 00:13:56,80.0
2021-12-23 00:13:57,80.0
2021-12-23 00:13:58,80.0
2021-12-23 00:13:59,80.0
2021-12-23 00:14:00,80.0
2021-12-23 00:14:01,80.0
2021-12-23 00:14:02,80.0
2021-12-23 00:14:03,80.0
2021-12-23 00:14:04,80.0
2021-12-23 00:14:05,80.0
2021-12-23 00:14:06,80.0
2021-12-23 00:14:07,80.0
2021-12-23 00:14:08,80.0
2021-12-23 00:14:09,80.0
2021-12-23 00:14:10,80.0
2021-12-23 00:14:11,80.0
2021-12-23 00:14:12,80.0
2021-12-23 00:14:13,80.0
2021-12-23 00:14:14,80.0
2021-12-23 00:14:15,80.0
2021-12-23 00:14:16,80.0
2021-12-23 00:14:17,80.0
2021-12-23 00:14:18,80.0
2021-12-23 00:14:19,80.0
2021-12-23 00:14:20,80.0
2021-12-23 00:14:21,80.0
2021-12-23 00:14:22,80.0
2021-12-23 00:14:23,80.0
2021-12-23 00:14:24,80.0
2021-12-23 00:14:25,80.0
2021-12-23 00:14:26,80.0
2021-12-23 00:14:27,80.0
2021-12-23 00:14:28,80.0
2021-12-23 00:14:29,80.0
2021-12-23 00:14:30,80.0
2021-12-23 00:14:31,80.0
2021-12-23 00:14:32,80.0
2021-12-23 00:14:33,80.0
2021-12-23 00:14:34,80.0
2021-12-23 00:14:35,80.0
2021-12-23 00:14:36,80.0
2021-12-23 00:14:37,80.0
2021-12-23 00:14:38,80.0
2021-12-23 00:14:39,80.0
2021-12-23 00:14:40,80.0
2021-12-23 00:14:41,80.0
2021-12-23 00:14:42,80.0
2021-12-23 00:14:43,80.0
2021-12-23 00:14:44,80.0
2021-12-23 00:14:45,80.0
2021-12-23 00:14:46,80.0
2021-12-23 00:14:47,80.0
2021-12-23 00:14:48,80.0
2021-12-23 00:14:49,80.0
2021-12-23 00:14:50,80.0
2021-12-23 00:14:51,80.0
2021-12-23 00:14:52,80.0
2021-12-23 00:14:53,80.0
2021-12-23 00:14:54,80.0
2021-12-23 00:14:55,80.0
2021-12-23 00:14:56,80.0
2021-12-23 00:14:57,80.0
2021-12-23 00:14:58,80.0
2021-12-23 00:14:59,80.0
2021-12-23 00:15:00,80.0
2021-12-23 00:15:01,80.0
2021-12-23 00:15:02,80.0
2021-12-23 00:15:03,80.0
2021-12-23 00:15:04,80.0
2021-12-23 00:15:05,80.0
2021-12-23 00:15:06,80.0
2021-12-23 00:15:07,80.0
2021-12-23 00:15:08,80.0
2021-12-23 00:15:09,80.0
2021-12-23 00:15:10,80.0
2021-12-23 00:15:11,80.0
2021-12-23 00:15:12,80.0
2021-12-23 00:15:13,80.0
2021-12-23 00:15:14,80.0
2021-12-23 00:15:15,80.0
2021-12-23 00:15:16,80.0
2021-12-23 00:15:17,80.0
2021-12-23 00:15:18,80.0
2021-12-23 00:15:19,80.0
2021-12-23 00:15:20,80.0
2021-12-23 00:15:21,80.0
2021-12-23 00:15:22,80.0
2021-12-23 00:15:23,80.0
2021-12-23 00:15:24,80.0
2021-12-23 00:15:25,80.0
2021-12-23 00:15:26,80.0
2021-12-23 00:15:27,80.0
2021-12-23 00:15:28,80.0
2021-12-23 00:15:29,80.0
2021-12-23 00:15:30,80.0
2021-12-23 00:15:31,80.0
2021-12-23 00:15:32,80.0
2021-12-23 00:15:33,80.0
2021-12-23 00:15:34,80.0
2021-12-23 00:15:35,80.0
2021-12-23 00:15:36,80.0
2021-12-23 00:15:37,80.0
2021-12-23 00:15:38,80.0
2021-12-23 00:15:39,80.0
2021-12-23 00:15:40,80.0
2021-12-23 00:15:41,80.0
2021-12-23 00:15:42,80.0
2021-12-23 00:15:43,80.0
2021-12-23 00:15:44,79.8431
2021-12-23 00:15:45,79.8946
2021-12-23 00:15:46,79.9574
2021-12-23 00:15:47,80.0
2021-12-23 00:15:48,80.0
2021-12-23 00:15:49,80.0
2021-12-23 00:15:50,79.8039
2021-12-23 00:15:51,79.8563
2021-12-23 00:15:52,79.9204
2021-12-23 00:15:53,79.9846
2021-12-23 00:15:54,80.0
2021-12-23 00:15:55,80.0
2021-12-23 00:15:56,79.7101
2021-12-23 00:15:57,79.7688
2021-12-23 00:15:58,79.8333
2021-12-23 00:15:59,79.8979
2021-12-23 00:16:00,79.9448
2021-12-23 00:16:01,80.0
2021-12-23 00:16:02,79.8781
2021-12-23 00:16:03,79.9447
2021-12-23 00:16:04,80.0
2021-12-23 00:16:05,80.0
2021-12-23 00:16:06,80.0
2021-12-23 00:16:07,80.0
2021-12-23 00:16:08,79.8236
2021-12-23 00:16:09,79.894
2021-12-23 00:16:10,79.9713
2021-12-23 00:16:11,80.0
2021-12-23 00:16:12,80.0
2021-12-23 00:16:13,80.0
2021-12-23 00:16:14,79.791
2021-12-23 00:16:15,79.8601
2021-12-23 00:16:16,79.936
2021-12-23 00:16:17,79.9982
2021-12-23 00:16:18,80.0
2021-12-23 00:16:19,80.0
2021-12-23 00:16:20,79.7272
2021-12-23 00:16:21,79.7936
2021-12-23 00:16:22,79.8479
2021-12-23 00:16:23,79.9083
2021-12-23 00:16:24,79.9686
2021-12-23 00:16:25,80.0
2021-12-23 00:16:26,79.836
2021-12-23 00:16:27,79.8985
2021-12-23 00:16:28,79.961
2021-12-23 00:16:29,80.0
2021-12-23 00:16:30,80.0
2021-12-23 00:16:31,80.0
2021-12-23 00:16:32,79.6522
2021-12-23 00:16:33,79.7006
2021-12-23 00:16:34,79.749
2021-12-23 00:16:35,79.8028
2021-12-23 00:16:36,79.8619
2021-12-23 00:16:37,79.9103
2021-12-23 00:16:38,79.8274
2021-12-23 00:16:39,79.88
2021-12-23 00:16:40,79.9326
2021-12-23 00:16:41,79.9904
2021-12-23 00:16:42,80.0
2021-12-23 00:16:43,80.0
2021-12-23 00:16:44,79.8484
2021-12-23 00:16:45,79.9128
2021-12-23 00:16:46,79.9656
2021-12-23 00:16:47,80.0
2021-12-23 00:16:48,80.0
2021-12-23 00:16:49,80.0
2021-12-23 00:16:50,77.8414
2021-12-23 00:16:51,77.769
2021-12-23 00:16:52,77.7033
2021-12-23 00:16:53,77.6375
2021-12-23 00:16:54,77.5652
2021-12-23 00:16:55,77.506
2021-12-23 00:16:56,76.2371
2021-12-23 00:16:57,76.1176
2021-12-23 00:16:58,75.9981
2021-12-23 00:16:59,75.8654
2021-12-23 00:17:00,75.7193
2021-12-23 00:17:01,75.5999
2021-12-23 00:17:02,75.1983
2021-12-23 00:17:03,75.0503
2021-12-23 00:17:04,74.8727
2021-12-23 00:17:05,74.7247
2021-12-23 00:17:06,74.5767
2021-12-23 00:17:07,74.4435
2021-12-23 00:17:08,73.9189
2021-12-23 00:17:09,73.7843
2021-12-23 00:17:10,73.5823
2021-12-23 00:17:11,73.414
2021-12-23 00:17:12,73.2794
2021-12-23 00:17:13,73.1111
2021-12-23 00:17:14,74.7096
2021-12-23 00:17:15,74.6418
2021-12-23 00:17:16,74.574
2021-12-23 00:17:17,74.5061
2021-12-23 00:17:18,74.4315
2021-12-23 00:17:19,74.3705
2021-12-23 00:17:20,75.4022
2021-12-23 00:17:21,75.3968
2021-12-23 00:17:22,75.3914
2021-12-23 00:17:23,75.386
2021-12-23 00:17:24,75.3795
2021-12-23 00:17:25,75.3746
2021-12-23 00:17:26,75.5802
2021-12-23 00:17:27,75.5866
2021-12-23 00:17:28,75.5924
2021-12-23 00:17:29,75.5981
2021-12-23 00:17:30,75.6045
2021-12-23 00:17:31,75.611
2021-12-23 00:17:32,75.78
2021-12-23 00:17:33,75.7956
2021-12-23 00:17:34,75.8112
2021-12-23 00:17:35,75.8269
2021-12-23 00:17:36,75.8425
2021-12-23 00:17:37,75.8613
2021-12-23 00:17:38,76.1507
2021-12-23 00:17:39,76.1817
2021-12-23 00:17:40,76.2065
2021-12-23 00:17:41,76.2405
2021-12-23 00:17:42,76.2684
2021-12-23 00:17:43,76.3025
2021-12-23 00:17:44,76.3779
2021-12-23 00:17:45,76.4114
2021-12-23 00:17:46,76.445
2021-12-23 00:17:47,76.4819
2021-12-23 00:17:48,76.5155
2021-12-23 00:17:49,76.5524
2021-12-23 00:17:50,76.832
2021-12-23 00:17:51,76.8748
2021-12-23 00:17:52,76.9271
2021-12-23 00:17:53,76.9699
2021-12-23 00:17:54,77.0174
2021-12-23 00:17:55,77.0649
2021-12-23 00:17:56,77.1377
2021-12-23 00:17:57,77.1867
2021-12-23 00:17:58,77.2357
2021-12-23 00:17:59,77.2847
2021-12-23 00:18:00,77.3337
2021-12-23 00:18:01,77.3826
2021-12-23 00:18:02,77.5893
2021-12-23 00:18:03,77.641
2021-12-23 00:18:04,77.6986
2021-12-23 00:18:05,77.7561
2021-12-23 00:18:06,77.8194
2021-12-23 00:18:07,77.8711
2021-12-23 00:18:08,78.1776
2021-12-23 00:18:09,78.2413
2021-12-23 00:18:10,78.3049
2021-12-23 00:18:11,78.3757
2021-12-23 00:18:12,78.4605
2021-12-23 00:18:13,78.5171
2021-12-23 00:18:14,78.7467
2021-12-23 00:18:15,78.8258
2021-12-23 00:18:16,78.897
2021-12-23 00:18:17,78.984
2021-12-23 00:18:18,79.0631
2021-12-23 00:18:19,79.1343
2021-12-23 00:18:20,79.6874
2021-12-23 00:18:21,79.7927
2021-12-23 00:18:22,79.8875
2021-12-23 00:18:23,80.0
2021-12-23 00:18:24,80.0
2021-12-23 00:18:25,80.0
2021-12-23 00:18:26,79.8181
2021-12-23 00:18:27,79.9129
2021-12-23 00:18:28,80.0
2021-12-23 00:18:29,80.0
2021-12-23 00:18:30,80.0
2021-12-23 00:18:31,80.0
2021-12-23 00:18:32,79.6901
2021-12-23 00:18:33,79.8315
2021-12-23 00:18:34,79.9601
2021-12-23 00:18:35,80.0
2021-12-23 00:18:36,80.0
2021-12-23 00:18:37,80.0
2021-12-23 00:18:38,79.6163
2021-12-23 00:18:39,79.7196
2021-12-23 00:18:40,79.8488
2021-12-23 00:18:41,79.978
2021-12-23 00:18:42,80.0
2021-12-23 00:18:43,80.0
2021-12-23 00:18:44,79.517
2021-12-23 00:18:45,79.6621
2021-12-23 00:18:46,79.7939
2021-12-23 00:18:47,79.9257
2021-12-23 00:18:48,80.0
2021-12-23 00:18:49,80.0
2021-12-23 00:18:50,79.5995
2021-12-23 00:18:51,79.7515
2021-12-23 00:18:52,79.8758
2021-12-23 00:18:53,80.0
2021-12-23 00:18:54,80.0
2021-12-23 00:18:55,80.0
2021-12-23 00:18:56,79.5265
2021-12-23 00:18:57,79.6722
2021-12-23 00:18:58,79.8325
2021-12-23 00:18:59,79.9637
2021-12-23 00:19:00,80.0
2021-12-23 00:19:01,80.0
2021-12-23 00:19:02,79.6184
2021-12-23 00:19:03,79.7455
2021-12-23 00:19:04,79.9043
2021-12-23 00:19:05,80.0
2021-12-23 00:19:06,80.0
2021-12-23 00:19:07,80.0
2021-12-23 00:19:08,79.4855
2021-12-23 00:19:09,79.6472
2021-12-23 00:19:10,79.8089
2021-12-23 00:19:11,79.9707
2021-12-23 00:19:12,80.0
2021-12-23 00:19:13,80.0
2021-12-23 00:19:14,79.4981
2021-12-23 00:19:15,79.6479
2021-12-23 00:19:16,79.8127
2021-12-23 00:19:17,79.9474
2021-12-23 00:19:18,80.0
2021-12-23 00:19:19,80.0
2021-12-23 00:19:20,79.4315
2021-12-23 00:19:21,79.5608
2021-12-23 00:19:22,79.7044
2021-12-23 00:19:23,79.8623
2021-12-23 00:19:24,80.0
2021-12-23 00:19:25,80.0
2021-12-23 00:19:26,79.3579
2021-12-23 00:19:27,79.4968
2021-12-23 00:19:28,79.6496
2021-12-23 00:19:29,79.7886
2021-12-23 00:19:30,79.9136
2021-12-23 00:19:31,80.0
2021-12-23 00:19:32,79.4217
